,EquipNr,Maschinenstandort,EquipTyp_Gruppiert,NC_Mittel,Strahl_Mittel,Strahl/NC,type,top_NC_Mittel,top_Strahl_Mittel,top_Strahl/NC
17,A0221E0296,CZ,TruLaser 3030 fiber (L49),7761.080882352942,6124.4852941176505,78.9127878829795,fiber,97.97826636340662,99.72201162496842,99.92418498862774
18,A0221E0297,HU,TruLaser 3030 fiber (L49),5505.853906250002,3304.1624999999995,60.011808454439006,fiber,70.17942886024767,77.91256002021734,83.42178417993429
19,A0221E0299,DE,TruLaser 3030 fiber (L49),3463.555645161288,2236.5080645161283,64.57260381078649,fiber,31.6654030831438,51.78165276724791,52.84306292645944
20,A0221E0300,ES,TruLaser 3030 fiber (L49),2956.5890243902436,1322.457317073171,44.729156002529294,fiber,22.94667677533485,23.7553702299722,29.74475612838009
21,A0221E0301,JP,TruLaser 3030 fiber (L49),2460.6530303030304,1292.2659090909092,52.51719332943768,fiber,13.040181956027297,22.99722011624968,24.76623704826889
22,A0221E0302,JP,TruLaser 3030 fiber (L49),6980.9744680851045,2471.5159574468075,35.40359542562185,fiber,91.07910032853172,58.60500379075057,92.77230224917867
23,A0221E0303,DE,TruLaser 3030 fiber (L49),4801.807272727273,3228.5245454545493,67.23561280336124,fiber,57.518321961081625,76.52261814505938,78.41799342936568
24,A0221E0304,DE,TruLaser 3030 fiber (L49),4619.496153846152,1763.3430769230758,38.17176198869506,fiber,53.60121304018195,37.5284306292646,58.27647207480414
25,A0221E0305,NL,TruLaser 3030 fiber (L49),4206.429464285713,1781.5910714285703,42.353998481491224,fiber,46.44933030073288,38.412939095274204,52.76724791508719
26,A0221E0306,JP,TruLaser 3030 fiber (L49),1925.9390909090896,823.9709090909082,42.78281244615966,fiber,3.967652261814507,9.98230983067981,11.144806671721
27,A0221E0307,HU,TruLaser 3030 fiber (L49),5238.37734375,4342.302343749996,82.89403490435589,fiber,65.0998230983068,92.01415213545616,92.16578215820066
28,A0221E0308,PL,TruLaser 3030 fiber (L49),7357.541176470588,4824.3338235294095,65.5699194583868,fiber,94.56659085165529,95.93126105635582,98.61005812484206
29,A0221E0309,PL,TruLaser 3030 fiber (L49),3030.5698275862055,1750.363793103448,57.75692007392489,fiber,24.184988627748297,36.92191053828658,38.918372504422535
30,A0221E0310,DE,TruLaser 3030 fiber (L49),5245.274615384619,3257.821538461539,62.109646822040666,fiber,65.27672479150871,77.02805155420774,81.17260550922416
31,A0221E0311,TW,TruLaser 3030 fiber (L49),4531.567796610169,1804.275423728813,39.81569965870306,fiber,52.084912812736924,38.968915845337385,57.341420267879705
32,A0221E0313,CA,TruLaser 3030 fiber (L49),5136.088524590161,2568.223770491803,50.003495037047415,fiber,63.28026282537276,60.80363912054587,72.35279251958555
33,A0221E0314,SK,TruLaser 3030 fiber (L49),7750.1666666666615,5962.307017543867,76.93133933735452,fiber,97.90245135203438,99.62092494313875,99.87364164771292
34,A0221E0315,CZ,TruLaser 3030 fiber (L49),6618.130508474575,2526.8516949152563,38.18074744339962,fiber,87.16199140763204,59.89385898407885,89.66388678291635
35,A0221E0316,FR,TruLaser 3030 fiber (L49),2202.4459016393444,1047.8491803278694,47.57661377961315,fiber,8.061662875916099,15.971695729087699,17.5890826383624
36,A0221E0317,GB,TruLaser 3030 fiber (L49),3670.648571428571,1711.6414285714288,46.630490368770964,fiber,36.01213040181956,35.55724033358605,44.02324993682082
37,A0221E0319,CZ,TruLaser 3030 fiber (L49),3953.3150000000023,2071.9224999999988,52.409749792262886,fiber,41.79934293656811,47.0558503917109,53.626484710639374
38,A0221E0320,AE,TruLaser 3030 fiber (L49),7360.602586206897,4314.048275862068,58.6099877739114,fiber,94.64240586302755,91.68562041950973,97.92772302249179
39,A0221E0321,TR,TruLaser 3030 fiber (L49),7239.271551724145,4577.4775862069,63.23119050723691,fiber,93.4040940106141,94.06115744250695,97.67500631791762
40,A0221E0322,ES,TruLaser 3030 fiber (L49),4589.7533333333295,3356.2966666666675,73.12586152051752,fiber,53.070507960576194,78.69598180439726,79.25195855446046
41,A0221E0323,FR,TruLaser 3030 fiber (L49),2266.0152173913034,653.9054347826085,28.857062819525183,fiber,9.502148091988886,6.065200909780131,11.95350012635835
42,A0221E0324,KR,TruLaser 3030 fiber (L49),5340.732142857141,2814.8017857142872,52.7044178667318,fiber,67.07101339398534,67.65226181450593,77.55875663381349
43,A0221E0325,KR,TruLaser 3030 fiber (L49),7279.060526315791,2263.1921052631606,31.091815998522105,fiber,93.8337124083902,52.59034622188526,94.8698508971443
44,A0221E0326,KR,TruLaser 3030 fiber (L49),3309.698333333331,1868.7391666666656,56.462522515898996,fiber,28.910791003285325,40.78847611827142,43.26509982309831
45,A0221E0327,KR,TruLaser 3030 fiber (L49),2990.592553191489,1787.179787234041,59.760056090783934,fiber,23.50265352539803,38.58984078847612,40.13141268637857
46,A0221E0328,BE,TruLaser 3030 fiber (L49),2574.6728813559325,762.2313559322038,29.60497861502236,fiber,15.592620672226431,8.466009603234767,17.816527672479154
47,A0221E0329,PL,TruLaser 3030 fiber (L49),5755.8025423728905,3110.2330508474593,54.03647932587404,fiber,75.15794794035885,73.94490775840282,84.17993429365681
48,A0221E0330,TW,TruLaser 3030 fiber (L49),2364.4178571428574,1179.6017857142858,49.88973425956555,fiber,11.296436694465513,20.368966388678288,22.264341672984585
49,A0221E0331,KE,TruLaser 3030 fiber (L49),2272.413157894735,1101.0192982456144,48.451545636430296,fiber,9.603234773818542,17.5890826383624,19.484457922668682
50,A0221E0332,CZ,TruLaser 3030 fiber (L49),5116.043442622953,2083.731147540983,40.729348194757925,fiber,63.052817791256,47.384382107657316,67.98079353045236
51,A0221E0333,ES,TruLaser 3030 fiber (L49),3209.161111111114,1458.6674603174595,45.45323247458967,fiber,27.47030578721254,28.38008592367956,34.5969168562042
52,A0221E0334,CZ,TruLaser 3030 fiber (L49),2673.4590909090907,468.1954545454546,17.512721856770515,fiber,17.462724286075314,1.8195602729340408,17.765984331564326
53,A0221E0335,HU,TruLaser 3030 fiber (L49),3702.7649122807,2705.802631578946,73.07519369120088,fiber,36.64392216325499,65.22618145059388,65.70634318928481
54,A0221E0336,CZ,TruLaser 3030 fiber (L49),5113.649999999996,2871.4983050847463,56.15359488984871,fiber,63.02754612079858,68.86530199646197,75.76446803133688
55,A0221E0337,PL,TruLaser 3030 fiber (L49),3422.6301724137916,1658.5474137931017,48.45827127806274,fiber,31.00833965125095,34.116755117513264,40.28304270912307
56,A0221E0338,FR,TruLaser 3030 fiber (L49),6110.273809523805,2173.140476190475,35.565353434788804,fiber,81.04624715693707,49.633560778367446,83.62395754359363
57,A0221E0339,JP,TruLaser 3030 fiber (L49),2405.089285714288,443.47499999999997,18.439024390243883,fiber,11.928228455900936,1.1372251705837755,12.231488501389947
58,A0221E0340,JP,TruLaser 3030 fiber (L49),2202.609090909091,383.24999999999994,17.399819222657424,fiber,8.086934546373513,0.10108668182967051,8.112206216830927
59,A0221E0341,AT,TruLaser 3030 fiber (L49),3929.665517241378,1962.1896551724144,49.93273973480242,fiber,41.26863785696234,43.39145817538539,51.14986100581248
60,A0221E0342,IT,TruLaser 3030 fiber (L49),2410.0814814814835,1159.3481481481463,48.104105900830035,fiber,12.105130149102862,19.711902956785437,21.91053828658073
61,A0221E0343,FR,TruLaser 3030 fiber (L49),5949.5,598.5999999999999,10.061349693251532,fiber,78.92342683851402,4.725802375537029,78.99924184988627
62,A0221E0344,IT,TruLaser 3030 fiber (L49),2009.325,1152.1453124999998,57.33991825613079,fiber,5.003790750568612,19.459186252211268,19.812989638615107
63,A0221E0345,DE,TruLaser 3030 fiber (L49),6809.369354838711,3354.7032258064532,49.2659900057061,fiber,89.158453373768,78.64543846348244,93.22719231741218
64,A0221E0346,IT,TruLaser 3030 fiber (L49),5252.469672131149,4535.513934426231,86.35012132466022,fiber,65.42835481425323,93.80844073793278,93.88425574930503
65,A0221E0347,CZ,TruLaser 3030 fiber (L49),5148.142500000003,1054.0591666666664,20.47455303862832,fiber,63.48243618903209,16.098054081374784,64.44275966641395
66,A0221E0348,PL,TruLaser 3030 fiber (L49),5508.513636363637,3996.9988636363632,72.56038792843803,fiber,70.20470053070508,88.14758655547132,89.5880717715441
67,A0221E0349,VN,TruLaser 3030 fiber (L49),3074.7462264150945,997.1386792452829,32.42995050059354,fiber,25.044225423300475,14.404852160727827,27.520849128127367
68,A0221E0350,DE,TruLaser 3030 fiber (L49),3143.982539682541,976.3460317460317,31.05443555817638,fiber,26.408895628001005,13.823603740207218,28.531715946424058
69,A0221E0351,IT,TruLaser 3030 fiber (L49),4051.0867924528334,2315.61509433962,57.16034271725815,fiber,43.719989891331814,53.828658074298716,58.40283042709123
70,A0221E0352,NO,TruLaser 3030 fiber (L49),3170.9037037037006,685.9972222222228,21.6341234652115,fiber,26.787970684862273,6.873894364417481,27.798837503158964
71,A0221E0353,DE,TruLaser 3030 fiber (L49),5445.623387096777,2841.701612903226,52.183219640868714,fiber,68.84003032600455,68.25878190548394,78.82234015668436
72,A0221E0354,DE,TruLaser 3030 fiber (L49),6074.455468749996,2970.871874999999,48.907624564598976,fiber,80.6419004296184,70.91230730351276,86.60601465756886
73,A0221E0355,DE,TruLaser 3030 fiber (L49),3012.301694915258,1534.7322033898301,50.94882116158704,fiber,23.932271923174113,30.679807935304524,34.34420015163002
74,A0221E0356,DE,TruLaser 3030 fiber (L49),5734.968103448281,2437.633620689655,42.5047459152209,fiber,74.85468789486985,57.543593631539046,79.73212029315138
75,A0221E0357,JP,TruLaser 3030 fiber (L49),2735.2018518518526,463.27962962962965,16.937676073740914,fiber,18.827394490775845,1.7184735911043703,19.105382865807428
76,A0221E0358,MY,TruLaser 3030 fiber (L49),7291.969999999994,3003.49375,41.18905796376017,fiber,94.03588577204954,71.64518574677786,95.72908769269648
77,A0221E0359,SI,TruLaser 3030 fiber (L49),2239.804838709679,903.4927419354846,40.33801188035536,fiber,8.71872630780895,11.902956785443521,14.708112206216825
78,A0221E0360,DE,TruLaser 3030 fiber (L49),5692.053333333332,4349.2183333333305,76.4086012311901,fiber,73.89436441748799,92.11523881728583,93.02501895375285
79,A0221E0361,TW,TruLaser 3030 fiber (L49),1697.369672131148,961.3860655737716,56.63975746465969,fiber,2.1480919888804664,13.444528683345965,13.545615365175635
80,A0221E0362,BG,TruLaser 3030 fiber (L49),3680.4353846153817,2458.190769230771,66.79076012327982,fiber,36.138488754106646,58.15011372251706,59.160980540813746
81,A0221E0363,CO,TruLaser 3030 fiber (L49),5510.418518518521,2071.10462962963,37.585250969039784,fiber,70.28051554207732,47.03057872125348,74.02072276977509
82,A0221E0364,IT,TruLaser 3030 fiber (L49),2552.753846153848,943.2442307692305,36.950065992080916,fiber,15.213545615365177,12.96436694465504,19.282284559009355
83,A0221E0365,IT,TruLaser 3030 fiber (L49),6689.883620689658,5076.52068965517,75.88354263675268,fiber,87.71796815769522,97.54864796563052,98.1046247156937
84,A0221E0366,DE,TruLaser 3030 fiber (L49),1856.5464285714284,388.07321428571424,20.902963066984974,fiber,3.285317159464242,0.15163002274451287,3.361132170836484
85,A0221E0367,AE,TruLaser 3030 fiber (L49),4448.89375,2892.8075,65.02307455645574,fiber,50.49279757391963,69.39600707606773,71.29138236037403
86,A0221E0368,ID,TruLaser 3030 fiber (L49),3150.406249999997,2428.2276785714294,77.07665252922324,fiber,26.535253980288104,57.265605256507456,57.39196360879454
87,A0221E0369,DE,TruLaser 3030 fiber (L49),3962.1320312499956,2197.927343750001,55.473349358743775,fiber,41.92570128885519,50.39171089208997,55.547131665403086
88,A0221E0370,IN,TruLaser 3030 fiber (L49),5723.200000000002,4590.391509433962,80.20672891798225,fiber,74.57669951983826,94.16224412433662,94.61713419257013
89,A0221E0371,RU,TruLaser 3030 fiber (L49),2985.7,1716.7546874999998,57.49923594132029,fiber,23.452110184483203,35.75941369724539,37.80641900429619
90,A0221E0372,CZ,TruLaser 3030 fiber (L49),7458.285365853656,4734.673170731711,63.482059729284614,fiber,95.70381602223907,95.35001263583523,98.76168814758655
91,A0221E0373,PL,TruLaser 3030 fiber (L49),3936.061016949153,2663.0771186440707,67.65843078083749,fiber,41.44553955016427,63.65933788223402,65.17563810967906
92,A0221E0374,JP,TruLaser 3030 fiber (L49),1489.1206521739132,455.1391304347828,30.5642883785368,fiber,1.238311852413446,1.415213545615373,2.274450341167551
93,A0221E0375,ES,TruLaser 3030 fiber (L49),2681.3139344262263,1989.6090163934425,74.20276271451215,fiber,17.715440990649483,44.30123831185241,44.478140005054335
94,A0221E0376,SK,TruLaser 3030 fiber (L49),8032.590322580645,6228.901612903223,77.54536659728531,fiber,99.19130654536265,99.87364164771292,99.97472832954259
95,A0221E0377,IT,TruLaser 3030 fiber (L49),2952.9151785714307,1786.2187500000018,60.49001213994042,fiber,22.87086176396261,38.53929744756128,39.95451099317665
96,A0221E0378,DE,TruLaser 3030 fiber (L49),3114.0583333333334,1786.5643939393929,57.37093537445165,fiber,25.777103866565582,38.564569118018696,40.763204447814005
97,A0221E0379,CZ,TruLaser 3030 fiber (L49),5337.07786885246,4238.727049180327,79.42037109703458,fiber,66.9951983826131,91.07910032853172,91.43290371493556
98,A0221E0380,IT,TruLaser 3030 fiber (L49),8096.511111111111,3145.0833333333335,38.84492085754358,fiber,99.62092494313875,74.45034116755117,99.69673995451099
99,A0221E0381,DE,TruLaser 3030 fiber (L49),2869.54758064516,1433.1548387096789,49.94358164249233,fiber,21.632549911549148,27.31867576446804,30.88198129896385
100,A0221E0382,DE,TruLaser 3030 fiber (L49),6533.214843750001,2598.74296875,39.77739950242241,fiber,86.37856962345211,61.81450593884256,89.38589840788477
101,A0221E0383,FI,TruLaser 3030 fiber (L49),1024.2160714285712,395.7642857142858,38.64070255822835,fiber,0.25271670457416917,0.30326004548901153,0.5054334091483526
102,A0221E0384,JP,TruLaser 3030 fiber (L49),4765.818518518521,1912.3972222222224,40.127361434163475,fiber,56.785443517816525,41.824614607025524,61.73869092747031
103,A0221E0385,IT,TruLaser 3030 fiber (L49),3775.3842592592573,2698.2287037037045,71.46898218601743,fiber,37.9833206974981,64.9481930755623,65.70634318928481
104,A0221E0386,GB,TruLaser 3030 fiber (L49),7364.2171874999985,1588.7765625000002,21.57427628827657,fiber,94.69294920394238,32.145564821834725,95.0214809198888
105,A0221E0388,BE,TruLaser 3030 fiber (L49),4753.0300000000025,3207.984999999999,67.49347258485633,fiber,56.431640131412685,75.99191306545363,77.68511498610059
106,A0221E0389,IT,TruLaser 3030 fiber (L49),2698.5666666666666,1895.3233333333337,70.23444544634808,fiber,18.22087439979782,41.36972453879202,41.69825625473844
107,A0221E0390,PT,TruLaser 3030 fiber (L49),1122.3749999999993,638.4078125000003,56.88008130081307,fiber,0.3285317159464256,5.7113975233762915,5.787212534748548
108,A0221E0391,AU,TruLaser 3030 fiber (L49),2513.2277777777763,1187.737037037037,47.25942660427091,fiber,14.430123831185242,20.6722264341673,23.35102350265352
109,A0221E0393,IT,TruLaser 3030 fiber (L49),7559.345535714286,1727.297321428572,22.849826261650826,fiber,96.79049785190801,36.16376042456406,96.96739954510993
110,A0221E0394,IT,TruLaser 3030 fiber (L49),5272.075531914893,2447.9074468085128,46.43157010915202,fiber,65.78215820065707,57.84685367702805,73.06039929239323
111,A0221E0395,DE,TruLaser 3030 fiber (L49),5753.7991666666685,3896.679166666666,67.72358669105438,fiber,75.13267626990144,86.98508971443013,89.91660348749052
112,A0221E0396,HU,TruLaser 3030 fiber (L49),4460.010317460319,1435.898412698413,32.19495719723049,fiber,50.66969926712155,27.47030578721254,53.50012635835228
113,A0221E0397,PL,TruLaser 3030 fiber (L49),5626.94814814815,2843.0120370370337,50.52493753603683,fiber,72.70659590598939,68.30932524639879,80.97043214556481
114,A0221E0398,BE,TruLaser 3030 fiber (L49),3527.4368421052613,1466.3394736842108,41.56954580111102,fiber,32.954258276472075,28.658074298711142,38.53929744756128
115,A0221E0399,FR,TruLaser 3030 fiber (L49),6535.781250000001,1070.81875,16.383944153577655,fiber,86.42911296436694,16.603487490523122,86.70710133939853
116,A0221E0400,DE,TruLaser 3030 fiber (L49),4645.630612244901,2515.0734693877553,54.13847288586726,fiber,54.005559767500635,59.56532726813242,66.36340662117766
117,A0221E0401,GB,TruLaser 3030 fiber (L49),1858.6611111111108,478.55555555555554,25.747327078332972,fiber,3.310588829921656,2.07227697750821,4.624715693707344
118,A0221E0402,DE,TruLaser 3030 fiber (L49),2207.3809523809527,1504.5531746031743,68.16010498687662,fiber,8.213292898660612,29.82057113975233,30.022744503411687
119,A0221E0403,EE,TruLaser 3030 fiber (L49),4682.43671875,2976.746093749998,63.57258565460454,fiber,54.915339903967656,71.03866565579985,73.56583270154158
120,A0221E0404,CO,TruLaser 3030 fiber (L49),3363.9964285714295,1963.048214285715,58.354646206308615,fiber,30.073287844326515,43.46727318675765,45.86808188021229
121,A0221E0405,IT,TruLaser 3030 fiber (L49),4563.482692307692,1913.8634615384613,41.938659365675086,fiber,52.640889562800105,41.84988627748294,58.57973212029315
122,A0221E0406,IE,TruLaser 3030 fiber (L49),3257.653968253968,1771.1190476190477,54.36793056840009,fiber,28.051554207733133,37.85696234521102,40.86429112964367
123,A0221E0407,DE,TruLaser 3030 fiber (L49),6560.453846153849,3732.5461538461536,56.89463322776681,fiber,86.65655799848369,85.14025777103866,92.94920394238059
124,A0221E0408,IT,TruLaser 3030 fiber (L49),3287.1236363636367,1838.2727272727268,55.92344343050954,fiber,28.5822592873389,39.92923932271923,42.43113469800354
125,A0221E0409,SK,TruLaser 3030 fiber (L49),8013.835714285715,5689.828571428571,71.00006506604203,fiber,99.16603487490524,99.21657821582006,99.89891331817033
126,A0221E0410,BE,TruLaser 3030 fiber (L49),3598.80135135135,1555.886486486487,43.2334639949563,fiber,34.72327520849127,31.21051301491029,41.09173616376043
127,A0221E0411,KR,TruLaser 3030 fiber (L49),5825.055660377362,3513.7792452830154,60.321814076114485,fiber,76.57316148597423,81.55168056608542,87.8190548395249
128,A0221E0412,DE,TruLaser 3030 fiber (L49),5926.383333333326,3956.3682539682577,66.75856135925952,fiber,78.39272175890827,87.56633813495073,90.92747030578721
129,A0221E0413,GB,TruLaser 3030 fiber (L49),4040.3066666666678,2470.5633333333326,61.14791616477954,fiber,43.46727318675765,58.529188779378316,61.53651756381097
130,A0221E0414,FR,TruLaser 3030 fiber (L49),5503.406521739128,2674.2597826086962,48.59280832780649,fiber,70.15415718979024,64.13949962092494,78.26636340662118
131,A0221E0415,RU,TruLaser 3030 fiber (L49),7192.563043478257,5365.0239130434775,74.59126712706575,fiber,93.02501895375285,98.61005812484206,99.1154915339904
132,A0221E0416,CN,TruLaser 3030 fiber (L49),5592.06545454545,2649.501818181821,47.37966391341507,fiber,71.82208743997978,63.30553449583017,79.04978519080112
133,A0221E0417,JP,TruLaser 3030 fiber (L49),2855.3949999999995,918.7049999999999,32.174357663300526,fiber,21.27874652514531,12.332575183219603,23.730098559514772
134,A0221E0418,BA,TruLaser 3030 fiber (L49),4601.737499999998,3201.354166666666,69.56837861061538,fiber,53.29795299469295,75.84028304270912,76.87642153146322
135,A0221E0419,KR,TruLaser 3030 fiber (L49),1808.1813725490194,620.356862745098,34.30833168414804,fiber,2.8304270912307317,5.104877432398283,6.595905989385898
136,A0221E0420,DE,TruLaser 3030 fiber (L49),2857.7145161290323,1270.729838709677,44.46664743933088,fiber,21.329289866060137,22.466515036643926,27.874652514531206
137,A0221E0421,KR,TruLaser 3030 fiber (L49),3525.352500000001,1326.045,37.61453641869855,fiber,32.87844326509982,23.881728582259285,36.99772554965883
138,A0221E0422,DE,TruLaser 3030 fiber (L49),2128.5366071428557,1188.4008928571432,55.83182778577339,fiber,6.747536012130411,20.697498104624714,21.37983320697498
139,A0221E0423,JP,TruLaser 3030 fiber (L49),2440.390000000001,490.7059999999998,20.10768770565359,fiber,12.635835228708615,2.3502653525398074,13.393985342431137
140,A0221E0424,JP,TruLaser 3030 fiber (L49),1424.8408163265308,552.4163265306119,38.7703889585947,fiber,1.0866818296689473,3.538033864038411,4.119282284559006
141,A0221E0426,SE,TruLaser 3030 fiber (L49),5422.848305084746,2457.3161016949152,45.31412208950796,fiber,68.35986858731363,58.09957038160222,74.95577457669953
142,A0221E0427,JP,TruLaser 3030 fiber (L49),2668.1499999999996,396.025,14.842681258549934,fiber,17.361637604245644,0.3285317159464256,17.412180945160472
143,A0221E0428,JP,TruLaser 3030 fiber (L49),2022.7441176470593,515.5088235294116,25.48561723808512,fiber,5.205964114227939,2.729340409401061,6.823351023502653
144,A0221E0429,JP,TruLaser 3030 fiber (L49),2791.4591666666643,765.1008333333331,27.40863425371022,fiber,19.787717968157693,8.567096285064451,21.531463229719478
145,A0221E0430,DE,TruLaser 3030 fiber (L49),2068.6060344827592,1271.7103448275857,61.47668157342334,fiber,5.787212534748548,22.542330048016183,23.022491786707093
146,A0221E0431,CN,TruLaser 3030 fiber (L49),5979.482142857145,4757.775000000006,79.56834532374108,fiber,79.35304523629011,95.62800101086683,96.13343442001516
147,A0221E0432,RO,TruLaser 3030 fiber (L49),3366.6687500000016,2385.7312500000007,70.86326060441793,fiber,30.123831185241343,55.82512004043467,56.28001010866818
148,A0221E0433,NL,TruLaser 3030 fiber (L49),1466.9681818181814,727.0799999999999,49.56344718389506,fiber,1.1877685114986036,7.682587819054845,7.935304523629014
149,A0221E0434,JP,TruLaser 3030 fiber (L49),1428.796078431373,783.6049019607843,54.843718693648555,fiber,1.1372251705837755,8.97144301238312,9.097801364670204
150,A0221E0435,JP,TruLaser 3030 fiber (L49),3436.7791666666662,587.1937499999999,17.085582794937604,fiber,31.21051301491029,4.498357341420274,31.61485974222896
151,A0221E0436,JP,TruLaser 3030 fiber (L49),5472.428409090909,1589.3261363636364,29.042429019691067,fiber,69.44655041698256,32.22137983320698,71.39246904220369
152,A0221E0437,JP,TruLaser 3030 fiber (L49),2696.728723404256,1449.515957446809,53.75089992800576,fiber,18.170331058882994,28.051554207733133,29.97220116249683
153,A0221E0438,JP,TruLaser 3030 fiber (L49),7116.952500000001,2683.114999999999,37.70033592327613,fiber,92.41849886277483,64.5185746777862,94.23805913570887
154,A0221E0439,JP,TruLaser 3030 fiber (L49),3252.4107142857147,1565.1330357142858,48.122244488977955,fiber,28.02628253727572,31.46322971948446,36.71973717462724
155,A0221E0440,JP,TruLaser 3030 fiber (L49),3620.6009090909115,664.6318181818178,18.356947779386676,fiber,35.152893606267384,6.419004296183985,35.86050037907505
156,A0221E0441,JP,TruLaser 3030 fiber (L49),2932.807017543862,816.3192982456139,27.83406113537115,fiber,22.64341672984584,9.679049785190799,24.361890320950224
157,A0221E0442,TW,TruLaser 3030 fiber (L49),4721.4915254237285,2878.7983050847442,60.97222222222219,fiber,55.77457669951984,68.99166034874905,72.70659590598939
158,A0221E0443,SK,TruLaser 3030 fiber (L49),925.8833333333333,403.93333333333334,43.62680683311432,fiber,0.15163002274451287,0.37907505686125376,0.4801617386909385
159,A0221E0444,FR,TruLaser 3030 fiber (L49),6847.813207547169,4154.250943396227,60.665365971398124,fiber,89.61334344200152,90.1693201920647,95.57745766995198
160,A0221E0445,CZ,TruLaser 3030 fiber (L49),7503.791666666671,6667.105208333334,88.84981759221724,fiber,96.18397776092999,100.0,100.0
161,A0221E0446,PL,TruLaser 3030 fiber (L49),4562.500000000002,2427.858333333332,53.21333333333329,fiber,52.59034622188526,57.24033358605004,64.59438968915845
162,A0221E0447,ES,TruLaser 3030 fiber (L49),5065.732051282053,1425.8397435897436,28.146765939364816,fiber,62.19358099570382,27.091230730351285,64.0636846095527
163,A0221E0448,BG,TruLaser 3030 fiber (L49),3232.899193548389,2154.147580645161,66.6320677410543,fiber,27.773565832701536,48.95122567601719,49.81046247156937
164,A0221E0449,PT,TruLaser 3030 fiber (L49),2011.4154545454555,1737.068181818182,86.3604869840641,fiber,5.0543340914834545,36.44174879959565,36.46702047005307
165,A0221E0450,CZ,TruLaser 3030 fiber (L49),5917.684166666665,4271.1691666666675,72.1763623467007,fiber,78.19054839524892,91.45817538539298,93.05029062421026
166,A0221E0451,IT,TruLaser 3030 fiber (L49),3970.0054545454527,1641.1063636363633,41.33763498378524,fiber,42.15314632297195,33.53550669699267,47.96563052817792
167,A0221E0452,CZ,TruLaser 3030 fiber (L49),6768.203488372093,4316.337209302328,63.77375054869259,fiber,88.62774829416225,91.71089208996715,95.85544604498358
168,A0221E0453,JP,TruLaser 3030 fiber (L49),5840.119672131147,655.2049180327867,11.219032396877111,fiber,76.72479150871872,6.115744250694959,76.85114986100581
169,A0221E0454,JP,TruLaser 3030 fiber (L49),4838.538983050848,2055.444915254237,42.4806934997187,fiber,58.37755875663381,46.474601971190296,64.16477129138235
170,A0221E0455,JP,TruLaser 3030 fiber (L49),3011.010655737706,1128.9868852459008,37.49528030047094,fiber,23.881728582259285,18.599949456659076,28.177912560020218
